
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3162    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     3241    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
12954/12645    0.003    0.000    0.003    0.000 {built-in method builtins.hash}
      135    0.000    0.000    0.000    0.000 {built-in method builtins.id}
89623/89579    0.009    0.000    0.010    0.000 {built-in method builtins.isinstance}
      343    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
88103/81791    0.008    0.000    0.009    0.000 {built-in method builtins.len}
     4487    0.001    0.000    0.001    0.000 {built-in method builtins.max}
    14670    0.003    0.000    0.003    0.000 {built-in method builtins.min}
    16040    0.003    0.000    0.010    0.000 {built-in method builtins.next}
    11247    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1009    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      891    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      945    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      291    0.004    0.000    0.004    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
      289    0.017    0.000    0.017    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        3    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WTERMSIG}
       12    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     1278    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       92    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method posix.kill}
       34    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        4    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        4    0.000    0.000    0.000    0.000 {built-in method posix.open}
        6    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        3    0.001    0.000    0.001    0.000 {built-in method posix.read}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
     1379    0.005    0.000    0.005    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        8    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       15    0.000    0.000    0.000    0.000 {built-in method select.poll}
      183    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        5    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      193    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       28    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        6    1.514    0.252    1.514    0.252 {built-in method time.sleep}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
       18    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f7b71267430}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f7b713725e0}
       36    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f7b7139e0d0}
       13    0.000    0.000    0.000    0.000 {function socket.close at 0x7f7b7139b700}
      177    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       39    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       39    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       32    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       27    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       27    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       45    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     4056    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
   101250    0.009    0.000    0.009    0.000 {method 'append' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        9    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       18    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
       41    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
    14879    0.008    0.000    0.008    0.000 {method 'count' of 'str' objects}
       48    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
     2905    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
1220/1218    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
    29365    0.004    0.000    0.004    0.000 {method 'end' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
     9702    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       36    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      935    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     3634    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      474    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     4059    0.005    0.000    0.005    0.000 {method 'findall' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
       93    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      120    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
    34790    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
      532    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
    24118    0.009    0.000    0.009    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       70    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       11    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      163    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      148    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      274    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     4628    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      142    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      177    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
     9003    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     5296    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
    29395    0.005    0.000    0.005    0.000 {method 'lower' of 'str' objects}
       94    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
    48428    0.043    0.000    0.043    0.000 {method 'match' of 're.Pattern' objects}
       35    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       76    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
      511    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     5905    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       88    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      307    0.002    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
       36    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      106    0.000    0.000    7.396    0.070 {method 'readline' of '_io.BufferedReader' objects}
       36    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       27    7.397    0.274    7.397    0.274 {method 'recv_into' of '_socket.socket' objects}
       14    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      202    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
      629    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1688    0.001    0.000    0.001    0.000 {method 'rindex' of 'str' objects}
     2369    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     7271    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
    17171    0.011    0.000    0.011    0.000 {method 'search' of 're.Pattern' objects}
       72    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       30    0.001    0.000    0.001    0.000 {method 'sendall' of '_socket.socket' objects}
      196    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       66    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       35    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      406    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
    11611    0.002    0.000    0.002    0.000 {method 'start' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
    23470    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
     6201    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      443    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
       48    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
      262    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      101    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
